case_id,split,pair_id,scenario_cell,utterance,history_json,runtime_context_json,candidate_entities_json,gold_cues_json,gold_action,gold_object_difficulty,gold_object_id,gold_boundary,gold_final_path,gold_rule_ids_json
MAIN-0120,MAIN,,A2_INFO_LOOKUP|ALLOW|EXPLICIT_NAME|SINGLE,请查询养殖ETF国泰最近两年的收益来源信息，不需要做投资建议。 我从风险提示页发起查询，最关心权限边界。,[],"{""identity_verified"":true,""entity_resolved"":true,""action_permission"":true,""service_available"":true,""context_fresh"":true,""safety_escalation_required"":false,""request_supported"":true,""request_scope_clear"":true,""policy_version"":""v1""}","[{""object_id"":""SZSE:159865"",""object_type"":""ETF"",""display_name"":""养殖ETF国泰"",""aliases"":[""159865""],""exchange"":""SZSE"",""security_code"":""159865"",""asset_group"":""sector"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SSE:512580"",""object_type"":""ETF"",""display_name"":""环保ETF"",""aliases"":[""512580""],""exchange"":""SSE"",""security_code"":""512580"",""asset_group"":""sector"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-16""},{""object_id"":""SSE:518880"",""object_type"":""ETF"",""display_name"":""黄金ETF"",""aliases"":[""518880""],""exchange"":""SSE"",""security_code"":""518880"",""asset_group"":""commodity"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""}]","[{""family"":""INFORMATION"",""evidence"":""查询"",""source"":""REQUEST"",""confidence"":""HIGH""}]",A2_INFO_LOOKUP,EXPLICIT_NAME,SZSE:159865,ALLOW,A2_INFO_LOOKUP,"[""R999""]"
MAIN-0125,MAIN,,A3_ACCOUNT_ANALYSIS|DEFER|UNDERSPECIFIED|TRIPLE,帮我看一下我账户里刚才提到的那只ETF的持仓，过去两周的流动性有什么变化？ 当前入口是产品详情页，我需要确认信息是否及时。这两天我比较担心，麻烦说清楚风险。如果后续要操作，请先告诉我需要哪些确认条件。,[],"{""identity_verified"":true,""entity_resolved"":false,""action_permission"":true,""service_available"":false,""context_fresh"":true,""safety_escalation_required"":false,""request_supported"":true,""request_scope_clear"":true,""policy_version"":""v1""}","[{""object_id"":""SSE:511010"",""object_type"":""ETF"",""display_name"":""国债ETF"",""aliases"":[""511010""],""exchange"":""SSE"",""security_code"":""511010"",""asset_group"":""bond"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SSE:512660"",""object_type"":""ETF"",""display_name"":""军工ETF"",""aliases"":[""512660""],""exchange"":""SSE"",""security_code"":""512660"",""asset_group"":""sector"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SZSE:159922"",""object_type"":""ETF"",""display_name"":""中证500ETF嘉实"",""aliases"":[""159922""],""exchange"":""SZSE"",""security_code"":""159922"",""asset_group"":""broad_index"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""}]","[{""family"":""ACCOUNT_CONTEXT"",""evidence"":""账户"",""source"":""REQUEST"",""confidence"":""HIGH""},{""family"":""SUPPORT_SENSITIVE"",""evidence"":""比较担心"",""source"":""REQUEST"",""confidence"":""MEDIUM""},{""family"":""ACTION_SENSITIVE"",""evidence"":""要操作"",""source"":""REQUEST"",""confidence"":""MEDIUM""}]",A3_ACCOUNT_ANALYSIS,UNDERSPECIFIED,UNRESOLVED,DEFER,T_DEFER,"[""R020""]"
MAIN-0136,MAIN,,A3_ACCOUNT_ANALYSIS|ALLOW|ANAPHORA|DUAL,从我的持仓记录里看，它最近半年的回撤是什么情况？ 当前入口是风险提示页，我需要确认风险说明是否清楚。如果后续要操作，请先告诉我需要哪些确认条件。,"[""我上一轮问的是中概互联（513050）。""]","{""identity_verified"":true,""entity_resolved"":true,""action_permission"":true,""service_available"":true,""context_fresh"":true,""safety_escalation_required"":false,""request_supported"":true,""request_scope_clear"":true,""policy_version"":""v1""}","[{""object_id"":""SSE:513050"",""object_type"":""ETF"",""display_name"":""中概互联"",""aliases"":[""513050""],""exchange"":""SSE"",""security_code"":""513050"",""asset_group"":""overseas"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SZSE:159919"",""object_type"":""ETF"",""display_name"":""沪深300ETF嘉实"",""aliases"":[""159919""],""exchange"":""SZSE"",""security_code"":""159919"",""asset_group"":""broad_index"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SZSE:159934"",""object_type"":""ETF"",""display_name"":""黄金ETF易方达"",""aliases"":[""159934""],""exchange"":""SZSE"",""security_code"":""159934"",""asset_group"":""commodity"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""}]","[{""family"":""ACCOUNT_CONTEXT"",""evidence"":""持仓记录"",""source"":""REQUEST"",""confidence"":""HIGH""},{""family"":""ACTION_SENSITIVE"",""evidence"":""要操作"",""source"":""REQUEST"",""confidence"":""MEDIUM""}]",A3_ACCOUNT_ANALYSIS,ANAPHORA,SSE:513050,ALLOW,A3_ACCOUNT_ANALYSIS,"[""R999""]"
MAIN-0138,MAIN,,A3_ACCOUNT_ANALYSIS|DEFER|UNDERSPECIFIED|SINGLE,我已经持有刚才提到的那只ETF，想看账户维度的回撤和这半年的变化。 当前入口是持仓页，我需要确认服务能否继续。,[],"{""identity_verified"":true,""entity_resolved"":false,""action_permission"":true,""service_available"":false,""context_fresh"":true,""safety_escalation_required"":false,""request_supported"":true,""request_scope_clear"":true,""policy_version"":""v1""}","[{""object_id"":""SSE:513500"",""object_type"":""ETF"",""display_name"":""标普500"",""aliases"":[""513500""],""exchange"":""SSE"",""security_code"":""513500"",""asset_group"":""overseas"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SZSE:159928"",""object_type"":""ETF"",""display_name"":""消费ETF汇添富"",""aliases"":[""159928""],""exchange"":""SZSE"",""security_code"":""159928"",""asset_group"":""sector"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SZSE:159766"",""object_type"":""ETF"",""display_name"":""旅游ETF富国"",""aliases"":[""159766""],""exchange"":""SZSE"",""security_code"":""159766"",""asset_group"":""sector"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""}]","[{""family"":""ACCOUNT_CONTEXT"",""evidence"":""账户"",""source"":""REQUEST"",""confidence"":""HIGH""}]",A3_ACCOUNT_ANALYSIS,UNDERSPECIFIED,UNRESOLVED,DEFER,T_DEFER,"[""R020""]"
MAIN-0139,MAIN,,A3_ACCOUNT_ANALYSIS|HANDOFF|CONFLICTING|SINGLE,能分析下账户中黄金ETF和医药ETF广发中的一个的仓位吗？先看回撤，再说明统计区间。 当前入口是消息中心，我需要确认服务能否继续。,[],"{""identity_verified"":true,""entity_resolved"":false,""action_permission"":true,""service_available"":true,""context_fresh"":true,""safety_escalation_required"":true,""request_supported"":true,""request_scope_clear"":true,""policy_version"":""v1""}","[{""object_id"":""SSE:518880"",""object_type"":""ETF"",""display_name"":""黄金ETF"",""aliases"":[""518880""],""exchange"":""SSE"",""security_code"":""518880"",""asset_group"":""commodity"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SZSE:159938"",""object_type"":""ETF"",""display_name"":""医药ETF广发"",""aliases"":[""159938""],""exchange"":""SZSE"",""security_code"":""159938"",""asset_group"":""sector"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SZSE:159611"",""object_type"":""ETF"",""display_name"":""电力ETF广发"",""aliases"":[""159611""],""exchange"":""SZSE"",""security_code"":""159611"",""asset_group"":""sector"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""}]","[{""family"":""ACCOUNT_CONTEXT"",""evidence"":""仓位"",""source"":""REQUEST"",""confidence"":""HIGH""}]",A3_ACCOUNT_ANALYSIS,CONFLICTING,UNRESOLVED,HANDOFF,T_HANDOFF,"[""R001""]"
MAIN-0141,MAIN,,A3_ACCOUNT_ANALYSIS|CLARIFY|UNDERSPECIFIED|DUAL,帮我看一下我账户里刚才提到的那只ETF的持仓，过去九个月的风险等级有什么变化？ 当前入口是产品详情页，我需要确认服务能否继续。页面变化让我有些不安，先别跳过风险说明。,[],"{""identity_verified"":true,""entity_resolved"":false,""action_permission"":true,""service_available"":true,""context_fresh"":true,""safety_escalation_required"":false,""request_supported"":true,""request_scope_clear"":true,""policy_version"":""v1""}","[{""object_id"":""SZSE:159901"",""object_type"":""ETF"",""display_name"":""深证100ETF易方达"",""aliases"":[""159901""],""exchange"":""SZSE"",""security_code"":""159901"",""asset_group"":""broad_index"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SZSE:159949"",""object_type"":""ETF"",""display_name"":""创业板50ETF华安"",""aliases"":[""159949""],""exchange"":""SZSE"",""security_code"":""159949"",""asset_group"":""broad_index"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SZSE:159865"",""object_type"":""ETF"",""display_name"":""养殖ETF国泰"",""aliases"":[""159865""],""exchange"":""SZSE"",""security_code"":""159865"",""asset_group"":""sector"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""}]","[{""family"":""ACCOUNT_CONTEXT"",""evidence"":""账户"",""source"":""REQUEST"",""confidence"":""HIGH""},{""family"":""SUPPORT_SENSITIVE"",""evidence"":""有些不安"",""source"":""REQUEST"",""confidence"":""MEDIUM""}]",A3_ACCOUNT_ANALYSIS,UNDERSPECIFIED,UNRESOLVED,CLARIFY,T_CLARIFY,"[""R040""]"
MAIN-0143,MAIN,,A3_ACCOUNT_ANALYSIS|ALLOW|EXPLICIT_NAME|DUAL,能分析下账户中沪深300ETF嘉实的仓位吗？先看风险等级，再说明统计区间。 当前入口是客服入口，我需要确认服务能否继续。这两天我比较担心，麻烦说清楚风险。,[],"{""identity_verified"":true,""entity_resolved"":true,""action_permission"":true,""service_available"":true,""context_fresh"":true,""safety_escalation_required"":false,""request_supported"":true,""request_scope_clear"":true,""policy_version"":""v1""}","[{""object_id"":""SZSE:159919"",""object_type"":""ETF"",""display_name"":""沪深300ETF嘉实"",""aliases"":[""159919""],""exchange"":""SZSE"",""security_code"":""159919"",""asset_group"":""broad_index"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SZSE:159995"",""object_type"":""ETF"",""display_name"":""芯片ETF华夏"",""aliases"":[""159995""],""exchange"":""SZSE"",""security_code"":""159995"",""asset_group"":""sector"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SSE:510300"",""object_type"":""ETF"",""display_name"":""300ETF"",""aliases"":[""510300""],""exchange"":""SSE"",""security_code"":""510300"",""asset_group"":""broad_index"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""}]","[{""family"":""ACCOUNT_CONTEXT"",""evidence"":""仓位"",""source"":""REQUEST"",""confidence"":""HIGH""},{""family"":""SUPPORT_SENSITIVE"",""evidence"":""比较担心"",""source"":""REQUEST"",""confidence"":""MEDIUM""}]",A3_ACCOUNT_ANALYSIS,EXPLICIT_NAME,SZSE:159919,ALLOW,A3_ACCOUNT_ANALYSIS,"[""R999""]"
MAIN-0145,MAIN,,A3_ACCOUNT_ANALYSIS|HANDOFF|CONFLICTING|SINGLE,帮我看一下我账户里消费ETF汇添富和游戏ETF华夏中的一个的持仓，过去十八个月的风险等级有什么变化？ 当前入口是手机端首页，我需要确认对象是否准确。,[],"{""identity_verified"":true,""entity_resolved"":false,""action_permission"":true,""service_available"":true,""context_fresh"":true,""safety_escalation_required"":true,""request_supported"":true,""request_scope_clear"":true,""policy_version"":""v1""}","[{""object_id"":""SZSE:159928"",""object_type"":""ETF"",""display_name"":""消费ETF汇添富"",""aliases"":[""159928""],""exchange"":""SZSE"",""security_code"":""159928"",""asset_group"":""sector"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SZSE:159869"",""object_type"":""ETF"",""display_name"":""游戏ETF华夏"",""aliases"":[""159869""],""exchange"":""SZSE"",""security_code"":""159869"",""asset_group"":""sector"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SSE:510880"",""object_type"":""ETF"",""display_name"":""红利ETF"",""aliases"":[""510880""],""exchange"":""SSE"",""security_code"":""510880"",""asset_group"":""dividend"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""}]","[{""family"":""ACCOUNT_CONTEXT"",""evidence"":""账户"",""source"":""REQUEST"",""confidence"":""HIGH""}]",A3_ACCOUNT_ANALYSIS,CONFLICTING,UNRESOLVED,HANDOFF,T_HANDOFF,"[""R001""]"
MAIN-0149,MAIN,,A3_ACCOUNT_ANALYSIS|CLARIFY|CONFLICTING|DUAL,帮我看一下我账户里创业板成长ETF华夏和电池ETF广发中的一个的持仓，过去两年的持有成本有什么变化？ 当前入口是产品详情页，我需要确认对象是否准确。这两天我比较担心，麻烦说清楚风险。,[],"{""identity_verified"":true,""entity_resolved"":false,""action_permission"":true,""service_available"":true,""context_fresh"":true,""safety_escalation_required"":false,""request_supported"":true,""request_scope_clear"":true,""policy_version"":""v1""}","[{""object_id"":""SZSE:159967"",""object_type"":""ETF"",""display_name"":""创业板成长ETF华夏"",""aliases"":[""159967""],""exchange"":""SZSE"",""security_code"":""159967"",""asset_group"":""broad_index"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SZSE:159755"",""object_type"":""ETF"",""display_name"":""电池ETF广发"",""aliases"":[""159755""],""exchange"":""SZSE"",""security_code"":""159755"",""asset_group"":""sector"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SSE:512010"",""object_type"":""ETF"",""display_name"":""医药ETF"",""aliases"":[""512010""],""exchange"":""SSE"",""security_code"":""512010"",""asset_group"":""sector"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""}]","[{""family"":""ACCOUNT_CONTEXT"",""evidence"":""账户"",""source"":""REQUEST"",""confidence"":""HIGH""},{""family"":""SUPPORT_SENSITIVE"",""evidence"":""比较担心"",""source"":""REQUEST"",""confidence"":""MEDIUM""}]",A3_ACCOUNT_ANALYSIS,CONFLICTING,UNRESOLVED,CLARIFY,T_CLARIFY,"[""R040""]"
MAIN-0152,MAIN,,A3_ACCOUNT_ANALYSIS|HANDOFF|UNDERSPECIFIED|DUAL,从我的持仓记录里看，刚才提到的那只ETF最近一周的近期表现是什么情况？ 当前入口是风险提示页，我需要确认对象是否准确。如果后续要操作，请先告诉我需要哪些确认条件。,[],"{""identity_verified"":true,""entity_resolved"":false,""action_permission"":true,""service_available"":true,""context_fresh"":true,""safety_escalation_required"":true,""request_supported"":true,""request_scope_clear"":true,""policy_version"":""v1""}","[{""object_id"":""SZSE:159869"",""object_type"":""ETF"",""display_name"":""游戏ETF华夏"",""aliases"":[""159869""],""exchange"":""SZSE"",""security_code"":""159869"",""asset_group"":""sector"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SZSE:159629"",""object_type"":""ETF"",""display_name"":""中证1000ETF富国"",""aliases"":[""159629""],""exchange"":""SZSE"",""security_code"":""159629"",""asset_group"":""broad_index"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SSE:512480"",""object_type"":""ETF"",""display_name"":""半导体"",""aliases"":[""512480""],""exchange"":""SSE"",""security_code"":""512480"",""asset_group"":""sector"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""}]","[{""family"":""ACCOUNT_CONTEXT"",""evidence"":""持仓记录"",""source"":""REQUEST"",""confidence"":""HIGH""},{""family"":""ACTION_SENSITIVE"",""evidence"":""要操作"",""source"":""REQUEST"",""confidence"":""MEDIUM""}]",A3_ACCOUNT_ANALYSIS,UNDERSPECIFIED,UNRESOLVED,HANDOFF,T_HANDOFF,"[""R001""]"
MAIN-0158,MAIN,,A3_ACCOUNT_ANALYSIS|ALLOW|EXPLICIT_NAME|SINGLE,我已经持有电力ETF广发，想看账户维度的资产构成和这一个月的变化。 当前入口是账户概览页，我需要确认下一步处理条件。,[],"{""identity_verified"":true,""entity_resolved"":true,""action_permission"":true,""service_available"":true,""context_fresh"":true,""safety_escalation_required"":false,""request_supported"":true,""request_scope_clear"":true,""policy_version"":""v1""}","[{""object_id"":""SZSE:159611"",""object_type"":""ETF"",""display_name"":""电力ETF广发"",""aliases"":[""159611""],""exchange"":""SZSE"",""security_code"":""159611"",""asset_group"":""sector"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SSE:511010"",""object_type"":""ETF"",""display_name"":""国债ETF"",""aliases"":[""511010""],""exchange"":""SSE"",""security_code"":""511010"",""asset_group"":""bond"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SSE:513100"",""object_type"":""ETF"",""display_name"":""纳指ETF"",""aliases"":[""513100""],""exchange"":""SSE"",""security_code"":""513100"",""asset_group"":""overseas"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""}]","[{""family"":""ACCOUNT_CONTEXT"",""evidence"":""账户"",""source"":""REQUEST"",""confidence"":""HIGH""}]",A3_ACCOUNT_ANALYSIS,EXPLICIT_NAME,SZSE:159611,ALLOW,A3_ACCOUNT_ANALYSIS,"[""R999""]"
MAIN-0160,MAIN,,A3_ACCOUNT_ANALYSIS|REJECT|ANAPHORA|TRIPLE,从我的持仓记录里看，它最近两个月的资产构成是什么情况？ 当前入口是风险提示页，我需要确认下一步处理条件。如果后续要操作，请先告诉我需要哪些确认条件。最近的波动也让我有点焦虑。,"[""我上一轮问的是养殖ETF国泰（159865）。""]","{""identity_verified"":true,""entity_resolved"":true,""action_permission"":true,""service_available"":true,""context_fresh"":true,""safety_escalation_required"":false,""request_supported"":false,""request_scope_clear"":true,""policy_version"":""v1""}","[{""object_id"":""SZSE:159865"",""object_type"":""ETF"",""display_name"":""养殖ETF国泰"",""aliases"":[""159865""],""exchange"":""SZSE"",""security_code"":""159865"",""asset_group"":""sector"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SSE:512580"",""object_type"":""ETF"",""display_name"":""环保ETF"",""aliases"":[""512580""],""exchange"":""SSE"",""security_code"":""512580"",""asset_group"":""sector"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-16""},{""object_id"":""SSE:518880"",""object_type"":""ETF"",""display_name"":""黄金ETF"",""aliases"":[""518880""],""exchange"":""SSE"",""security_code"":""518880"",""asset_group"":""commodity"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""}]","[{""family"":""ACCOUNT_CONTEXT"",""evidence"":""持仓记录"",""source"":""REQUEST"",""confidence"":""HIGH""},{""family"":""ACTION_SENSITIVE"",""evidence"":""要操作"",""source"":""REQUEST"",""confidence"":""MEDIUM""},{""family"":""SUPPORT_SENSITIVE"",""evidence"":""有点焦虑"",""source"":""REQUEST"",""confidence"":""MEDIUM""}]",A3_ACCOUNT_ANALYSIS,ANAPHORA,SZSE:159865,REJECT,T_REJECT,"[""R010""]"
MAIN-0161,MAIN,,A3_ACCOUNT_ANALYSIS|ALLOW|EXPLICIT_NAME|SINGLE,帮我看一下我账户里50ETF的持仓，过去两个月的暴露方向有什么变化？ 当前入口是手机端首页，我需要确认数据口径。,[],"{""identity_verified"":true,""entity_resolved"":true,""action_permission"":true,""service_available"":true,""context_fresh"":true,""safety_escalation_required"":false,""request_supported"":true,""request_scope_clear"":true,""policy_version"":""v1""}","[{""object_id"":""SSE:510050"",""object_type"":""ETF"",""display_name"":""50ETF"",""aliases"":[""510050""],""exchange"":""SSE"",""security_code"":""510050"",""asset_group"":""broad_index"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SSE:512010"",""object_type"":""ETF"",""display_name"":""医药ETF"",""aliases"":[""512010""],""exchange"":""SSE"",""security_code"":""512010"",""asset_group"":""sector"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SSE:588000"",""object_type"":""ETF"",""display_name"":""科创50"",""aliases"":[""588000""],""exchange"":""SSE"",""security_code"":""588000"",""asset_group"":""broad_index"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""}]","[{""family"":""ACCOUNT_CONTEXT"",""evidence"":""账户"",""source"":""REQUEST"",""confidence"":""HIGH""}]",A3_ACCOUNT_ANALYSIS,EXPLICIT_NAME,SSE:510050,ALLOW,A3_ACCOUNT_ANALYSIS,"[""R999""]"
MAIN-0169,MAIN,,A3_ACCOUNT_ANALYSIS|HANDOFF|CODE_ONLY|DUAL,帮我看一下我账户里512170的持仓，过去九个月的收益来源有什么变化？ 当前入口是手机端首页，我需要确认账户状态。最近的波动也让我有点焦虑。,[],"{""identity_verified"":true,""entity_resolved"":true,""action_permission"":true,""service_available"":true,""context_fresh"":true,""safety_escalation_required"":true,""request_supported"":true,""request_scope_clear"":true,""policy_version"":""v1""}","[{""object_id"":""SSE:512170"",""object_type"":""ETF"",""display_name"":""医疗ETF"",""aliases"":[""512170""],""exchange"":""SSE"",""security_code"":""512170"",""asset_group"":""sector"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SSE:513050"",""object_type"":""ETF"",""display_name"":""中概互联"",""aliases"":[""513050""],""exchange"":""SSE"",""security_code"":""513050"",""asset_group"":""overseas"",""source_url"":""https://www.sse.com.cn/lawandrules/sselawsrules2025/trade/specific/margin/c/c_20260710_10825136.shtml"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""},{""object_id"":""SZSE:159949"",""object_type"":""ETF"",""display_name"":""创业板50ETF华安"",""aliases"":[""159949""],""exchange"":""SZSE"",""security_code"":""159949"",""asset_group"":""broad_index"",""source_url"":""https://www.szse.cn/disclosure/margin/business/t20260710_621592.html"",""source_effective_date"":""2026-07-13"",""verified_on"":""2026-08-13""}]","[{""family"":""ACCOUNT_CONTEXT"",""evidence"":""账户"",""source"":""REQUEST"",""confidence"":""HIGH""},{""family"":""SUPPORT_SENSITIVE"",""evidence"":""有点焦虑"",""source"":""REQUEST"",""confidence"":""MEDIUM""}]",A3_ACCOUNT_ANALYSIS,CODE_ONLY,SSE:512170,HANDOFF,T_HANDOFF,"[""R001""]"
